-896.968192762163,-611.747330978334,1010.51907360221
-896.965532897569,-611.749659134644,1010.53100537104
-896.947235115486,-611.765673778384,1010.61307754433
-896.898524634095,-611.808295728583,1010.83148480961
-896.805516056837,-611.88963605149,1011.24820523517
-896.655139958351,-612.021028674724,1011.92110002618
-896.435056296175,-612.213066725008,1012.90401580656
-896.133558854228,-612.475641361987,1014.24688844211
-895.739474423148,-612.817982012909,1015.99584747324
-895.242059953019,-613.248697038241,1018.19332027967
-894.630900478501,-613.775813976694,1020.87813515886
-893.895810216495,-614.406818629816,1024.08562256611
-893.026738872578,-615.14869235144,1027.84771383884
-892.013684863976,-616.007947005942,1032.19303681012
-890.846616872631,-616.990657151739,1037.14700780651
-889.515404880043,-618.102489092827,1042.73191962281
-888.009761603616,-619.348726521693,1048.96702516846
-886.319195049694,-620.73429255179,1055.86861658737
-884.432972718222,-622.263768007243,1063.45009976219
-882.340097835112,-623.94140590167,1071.72206422484
-880.02929784773,-625.77114209731,1080.69234860498
-877.489025293464,-627.75660219018,1090.36610185673
-874.707471038102,-629.901104717007,1100.74584060876
-871.672589776983,-632.207660825372,1111.83150308297
-868.372137595011,-634.678970590067,1123.62050012144
-864.7937212894,-637.317416196227,1136.10776394735
-860.924859069423,-640.12505224353,1149.28579536366
-856.753052158911,-643.103593455762,1163.14471016084
-852.265866738427,-646.25440010634,1177.67228556082
-847.451025574164,-649.578461493149,1192.85400756827
-842.296508589077,-653.076377815162,1208.67312012954
-836.790661538646,-656.748340818944,1225.11067701479
-830.922311859066,-660.594113595114,1242.14559733743
-824.68089066059,-664.61300991332,1259.75472560751
-818.056559743971,-668.803873489077,1277.91289718047
-811.040342425174,-673.165057577034,1296.59300990987
-803.624256864265,-677.694405282801,1315.76610274216
-795.801450510768,-682.389230979373,1335.40144190315
-787.566334201878,-687.246303204516,1355.46661522033
-778.914714384156,-692.261829402189,1375.92763500376
-769.843921875971,-697.431442854352,1396.74904977119
-760.352935549397,-702.750192129374,1417.89406495403
-750.442499288843,-708.212533349923,1439.32467255925
-740.115230581218,-713.812325556865,1461.00178959411
-729.375719111006,-719.542829416602,1482.88540488514
-718.230613774397,-725.396709487641,1504.93473374699
-706.688696590725,-731.366040228443,1527.10837978082
-694.760942077406,-737.442315893042,1549.36450291241
-682.460560766244,-743.616464423956,1571.66099261901
-669.8030256738,-749.878865414031,1593.9556451463
-656.806080695309,-756.219372170376,1616.20634338595
-643.489730068517,-762.627337875122,1638.37123797392
-629.876208248455,-769.091645799639,1660.40892808346
-615.989929743687,-775.60074349166,1682.27864032702
-601.85741868553,-782.142680818969,1703.94040415142
-587.507218130517,-788.705151719204,1725.35522211145
-572.969779328778,-795.275539473457,1746.48523344026
-558.277331423038,-801.840965292025,1767.29386940118
-543.463732270153,-808.388339974176,1787.74599900358
-528.56430129547,-814.904418380445,1807.80806379533
-513.615635495736,-821.375856435984,1827.44820060304
-498.65540989518,-827.789270366944,1846.63635127718
-483.72216392847,-834.131297858959,1865.34435870767
-468.855075370671,-840.388660817424,1883.54604860451
-454.093723556143,-846.548229403469,1901.21729678073
-439.477843723725,-852.597087017196,1918.33608192871
-425.047074393886,-858.522595900712,1934.88252413901
-410.840699724525,-864.312463037516,1950.8389096689
-396.897388806201,-869.954806031705,1966.18970271945
-383.254933845853,-875.438218659971,1980.92154522154
-369.949989152131,-880.751835801045,1995.02324585525
-357.017812777342,-885.885397461015,2008.48575973146
-344.492012593045,-890.829311628283,2021.30216034234
-332.404298481188,-895.574715708681,2033.46760553702
-320.784242213032,-900.113536309095,2044.97929939511
-309.659046466609,-904.438547156652,2055.83645195207
-299.053324302635,-908.543424959885,2066.04023877486
-288.988890280919,-912.422803038257,2075.59376239131
-279.484564256128,-916.07232256681,2084.5020175433
-270.555988744754,-919.488681303644,2092.77186216032
-262.215460605053,-922.669679689428,2100.41199583858
-254.47177761871,-925.614264230433,2107.43294746157
-247.330100406786,-928.3225680998,2113.8470734139
-240.791829951874,-930.795948916443,2119.6685676227
-234.85450083174,-933.037023687274,2124.91348441407
-229.511690094852,-935.049700927069,2129.59977489831
-224.752941522313,-936.839210001629,2133.74733730163
-220.563704820725,-938.41212777457,2137.37808134732
-216.925289073139,-939.776402676753,2140.51600646048
-213.81482953676,-940.941376360615,2143.18729323164
-211.205266613244,-941.917803150166,2145.42040723026
-209.065335526499,-942.717867551774,2147.24621391344
-207.359564921237,-943.355200151599,2148.69810303144
-206.048282239916,-943.844892293252,2149.81212059351
-205.087623344583,-944.20351000423,2150.62710612642
-204.429543421603,-944.449107722225,2151.18483263586
-204.021825740748,-944.601242462778,2151.53014636606
-203.808084335954,-944.680989167624,2151.71110314426
-203.72775613395,-944.710958078503,2151.77909778802
-203.716077481015,-944.715315093382,2151.78898273909
