Row,IAE_PID,IAE_Fuzzy,Overshoot_PID,Overshoot_Fuzzy,Ts_PID,Ts_Fuzzy
Step (图5),403.816055983816,460.875802046455,57.9664355407032,86.7177244229154,1.7,1.8
Param Change (图6),387.357817530265,445.167834616964,NaN,NaN,NaN,NaN
Disturbance (图7),2381.66983855122,2442.30006399066,NaN,NaN,NaN,NaN
